listing_id,has_availability,availability_30,availability_60,availability_90,availability_365
17462007,TRUE,0,0,0,0
16677799,TRUE,22,48,78,168
17465421,TRUE,0,0,0,0
17188043,TRUE,30,56,86,86
16710494,TRUE,16,38,61,314
17209015,TRUE,0,0,0,222
17474211,FALSE,0,0,0,0
17478756,TRUE,0,0,0,0
16720467,TRUE,0,0,0,0
17479289,TRUE,0,0,17,62
17209248,FALSE,0,0,0,0
16726636,TRUE,0,0,0,0
17211643,TRUE,16,46,76,162
16750533,FALSE,0,0,0,0
17217284,TRUE,0,0,0,236
17479917,FALSE,0,0,0,0
16757313,TRUE,0,0,18,18
17480332,TRUE,0,0,0,0
17219191,TRUE,18,45,46,63
16766968,TRUE,29,59,89,178
17223369,TRUE,0,0,0,0
17480569,TRUE,25,50,65,324
16768276,TRUE,29,59,89,89
17481150,TRUE,28,58,88,178
17482375,FALSE,0,0,0,0
17232532,TRUE,24,54,84,114
17235655,TRUE,0,0,0,0
17237447,TRUE,0,0,0,0
17483296,TRUE,0,0,0,0
16768495,TRUE,30,60,89,89
17492454,FALSE,0,0,0,0
17238326,TRUE,13,18,18,18
16768939,TRUE,0,0,0,0
17239710,TRUE,0,0,0,0
17493744,FALSE,0,0,0,0
17498259,FALSE,0,0,0,0
16771394,TRUE,0,0,0,0
17246393,TRUE,29,59,89,364
16775575,TRUE,23,47,77,348
17251466,TRUE,0,0,0,0
17498739,FALSE,0,0,0,0
16779421,FALSE,0,0,0,0
17500220,TRUE,30,33,33,162
17254260,TRUE,0,0,0,0
17254505,FALSE,0,0,0,0
16780131,TRUE,0,0,0,0
17255053,TRUE,19,37,54,107
17500235,FALSE,0,0,0,0
17506366,TRUE,28,58,87,87
16804040,TRUE,0,0,0,0
16807575,TRUE,16,40,66,142
17508608,TRUE,27,57,84,207
17510305,TRUE,25,55,85,174
17511653,TRUE,29,59,89,160
17255736,FALSE,0,0,0,0
17257163,TRUE,27,57,87,87
17257259,TRUE,0,11,40,40
16811720,TRUE,23,53,83,356
17263419,TRUE,30,56,86,312
17266995,TRUE,0,0,0,0
17513808,FALSE,0,0,0,0
17514125,FALSE,0,0,0,0
16811969,TRUE,30,60,90,119
17514280,FALSE,0,0,0,0
17268492,FALSE,0,0,0,0
16827775,TRUE,17,47,75,238
17270198,TRUE,0,0,0,0
17280819,TRUE,23,53,83,83
17516954,TRUE,0,0,0,0
17524998,TRUE,29,59,89,89
17526840,FALSE,0,0,0,0
17625142,TRUE,0,0,0,0
17530065,FALSE,0,0,0,0
17283796,TRUE,30,60,90,179
17625534,TRUE,22,52,82,82
17299109,TRUE,0,0,0,41
17317220,TRUE,0,0,0,0
17531011,TRUE,0,0,0,0
17531154,FALSE,0,0,0,0
17531219,TRUE,30,60,90,360
17625703,FALSE,0,0,0,0
17625957,TRUE,29,59,89,194
17531239,TRUE,27,57,79,79
17532925,TRUE,0,0,0,177
17317756,TRUE,0,0,0,0
17626279,TRUE,0,0,0,0
17319828,TRUE,0,5,35,310
18490749,FALSE,0,0,0,0
17626492,TRUE,0,0,0,0
17540790,TRUE,0,0,0,0
17540870,FALSE,0,0,0,0
17632765,FALSE,0,0,0,0
17542969,TRUE,0,0,0,0
18504283,TRUE,24,44,68,325
17634330,FALSE,0,0,0,0
18505065,TRUE,0,0,0,0
17543321,TRUE,0,0,0,0
17634857,TRUE,30,60,90,365
17545365,TRUE,22,49,79,245
17642403,TRUE,4,27,57,332
17545554,FALSE,0,0,0,0
17545745,TRUE,0,0,0,0
18505894,TRUE,0,0,0,0
17642440,FALSE,0,0,0,0
17545952,TRUE,0,0,0,0
18508388,TRUE,0,0,0,0
17648807,TRUE,0,12,41,91
18517366,TRUE,0,20,20,183
17546604,TRUE,12,12,12,12
17650728,TRUE,11,23,49,284
17547673,FALSE,0,0,0,0
17651051,TRUE,0,0,0,0
18522797,TRUE,8,8,16,16
17662778,FALSE,0,0,0,0
18525401,TRUE,0,0,0,0
17551225,TRUE,0,0,8,8
17664041,FALSE,0,0,0,0
17554076,FALSE,0,0,0,0
18541285,FALSE,0,0,0,0
18547601,TRUE,20,46,73,153
17665178,TRUE,1,1,1,1
17556135,FALSE,0,0,0,0
17556210,FALSE,0,0,0,0
17678915,TRUE,0,0,0,0
17557861,FALSE,0,0,0,0
17557972,TRUE,17,47,77,160
18563602,TRUE,21,51,81,348
17682020,FALSE,0,0,0,0
17682782,FALSE,0,0,0,0
18583140,TRUE,7,29,59,328
18584106,TRUE,14,14,34,34
18594935,TRUE,13,41,71,346
17559799,TRUE,0,0,0,130
17559954,TRUE,0,0,0,0
17683608,FALSE,0,0,0,0
17684743,FALSE,0,0,0,0
17566215,TRUE,20,20,20,20
18613534,TRUE,0,0,0,0
17688918,FALSE,0,0,0,0
18614840,FALSE,0,0,0,0
17697393,FALSE,0,0,0,0
18617668,TRUE,27,50,78,342
17569863,FALSE,0,0,0,0
17698854,TRUE,30,51,51,215
17698918,FALSE,0,0,0,0
17571974,FALSE,0,0,0,0
17572567,TRUE,0,0,17,17
17701228,TRUE,0,0,0,0
17573194,TRUE,0,0,0,0
18632973,TRUE,0,0,0,0
17703564,FALSE,0,0,0,0
18636277,TRUE,0,0,0,0
18650628,TRUE,4,12,22,132
17573927,FALSE,0,0,0,0
17574090,FALSE,0,0,0,0
17711593,TRUE,21,47,69,309
17713148,FALSE,0,0,0,0
17574920,TRUE,20,41,71,339
17713996,TRUE,30,60,90,269
17575563,TRUE,30,60,90,352
17576092,TRUE,19,43,64,336
18654505,TRUE,0,0,0,0
18684918,TRUE,20,50,80,246
17714759,TRUE,15,33,63,264
18686060,TRUE,0,0,0,0
18720910,TRUE,27,57,87,169
18730475,TRUE,7,7,7,7
18737178,TRUE,0,0,1,85
17586259,TRUE,0,0,0,0
17586715,TRUE,0,0,0,0
17589999,TRUE,27,57,87,170
17714788,TRUE,19,37,67,267
17590487,TRUE,10,40,69,69
18787194,TRUE,1,11,41,316
17720511,TRUE,9,38,68,320
18787574,TRUE,30,60,82,243
17591047,FALSE,0,0,0,0
17591664,TRUE,22,52,82,344
17721220,FALSE,0,0,0,0
17597425,FALSE,0,0,0,0
17728741,TRUE,28,58,87,87
17604822,FALSE,0,0,0,0
18793629,TRUE,24,54,84,196
17735800,TRUE,30,60,89,89
18793942,FALSE,0,0,0,0
18806788,TRUE,0,0,0,0
17607019,FALSE,0,0,0,0
17607509,FALSE,0,0,0,0
17736424,TRUE,26,54,77,162
17609022,FALSE,0,0,0,0
17611669,FALSE,0,0,0,0
18807173,TRUE,0,14,14,180
17761474,FALSE,0,0,0,0
18820514,TRUE,30,60,90,341
18821997,FALSE,0,0,0,0
17620198,TRUE,29,59,89,200
17777374,TRUE,0,0,0,0
17622724,FALSE,0,0,0,0
17777978,TRUE,5,35,65,339
18822549,FALSE,0,0,0,0
17789583,TRUE,0,0,0,8
18834915,TRUE,14,30,51,287
17623664,TRUE,29,55,85,192
17624098,TRUE,21,51,81,192
17792048,TRUE,0,0,0,0
17625053,FALSE,0,0,0,0
19408822,TRUE,0,0,0,162
18849155,FALSE,0,0,0,0
17793570,FALSE,0,0,0,0
19466953,TRUE,17,38,57,122
19468454,TRUE,0,0,0,253
17794919,TRUE,14,38,68,239
18857336,TRUE,15,35,60,217
17805832,TRUE,0,0,0,0
18876463,TRUE,0,0,0,0
19472938,TRUE,0,0,2,2
17810347,FALSE,0,0,0,0
18894761,TRUE,0,0,0,0
17826920,TRUE,14,44,71,312
18895377,TRUE,0,4,34,183
19473894,TRUE,30,60,90,253
17841264,FALSE,0,0,0,0
19488978,TRUE,19,36,36,279
17858468,TRUE,0,0,0,178
18915233,TRUE,1,31,61,336
19490974,FALSE,0,0,0,0
17876485,FALSE,0,0,0,0
19496305,TRUE,29,59,89,361
18925017,TRUE,10,40,66,71
17895096,TRUE,21,43,72,87
18936099,TRUE,13,26,56,255
18941307,TRUE,0,0,18,102
19496423,TRUE,18,48,78,335
19497035,TRUE,12,34,64,327
19498556,TRUE,0,0,0,0
17895385,TRUE,1,1,1,1
18946299,TRUE,0,0,0,0
17902554,TRUE,25,55,55,55
18949447,TRUE,0,0,0,0
19505687,TRUE,0,0,0,0
17905837,TRUE,23,53,83,83
19531460,TRUE,0,0,0,0
18957088,TRUE,0,0,0,267
18962911,FALSE,0,0,0,0
17907547,TRUE,20,46,75,75
18972407,FALSE,0,0,0,0
19540952,TRUE,0,0,0,0
17928222,FALSE,0,0,0,0
19546107,TRUE,30,60,90,204
19547270,TRUE,21,51,81,343
17977048,TRUE,22,52,82,236
19547838,TRUE,28,58,88,350
19567402,TRUE,20,50,50,50
18985824,TRUE,30,60,90,263
18997849,TRUE,26,54,76,76
19012398,TRUE,0,0,0,0
19016686,TRUE,24,54,84,255
17981461,FALSE,0,0,0,0
19017960,TRUE,14,29,44,279
19572818,FALSE,0,0,0,0
18005480,TRUE,30,60,90,172
19638094,TRUE,0,0,0,0
19643938,TRUE,0,0,0,0
19019801,TRUE,0,0,0,0
18033044,TRUE,0,0,0,0
19020085,TRUE,0,0,0,0
18040771,TRUE,0,0,0,0
19020738,FALSE,0,0,0,0
19662891,TRUE,9,16,42,111
19673502,FALSE,0,0,0,0
18041548,TRUE,20,50,77,153
19673568,FALSE,0,0,0,0
18054084,TRUE,8,11,41,67
19695459,TRUE,8,26,54,102
19712479,TRUE,27,50,77,131
19715902,FALSE,0,0,0,0
19024293,FALSE,0,0,0,0
18060105,TRUE,0,0,0,0
19030405,TRUE,28,58,88,363
19721357,TRUE,0,0,0,0
18071797,TRUE,4,29,59,313
19758042,TRUE,22,52,82,172
19031423,TRUE,15,30,33,139
19032678,TRUE,20,28,51,289
18074684,TRUE,3,11,11,51
19038266,TRUE,15,45,74,345
18076389,TRUE,30,60,90,364
19046404,FALSE,0,0,0,0
19766891,TRUE,10,20,35,165
18076483,TRUE,24,54,84,317
18095753,TRUE,0,0,0,0
19789358,TRUE,9,29,59,59
19805452,TRUE,0,0,0,0
19049934,TRUE,0,0,0,0
18110012,TRUE,13,32,60,199
19053626,FALSE,0,0,0,0
19806310,TRUE,0,0,0,0
19808908,TRUE,14,14,14,14
18112875,TRUE,0,0,0,0
19811107,TRUE,22,52,82,146
19069567,TRUE,0,0,0,0
18122977,TRUE,10,40,70,344
19083085,TRUE,0,0,0,0
19085585,TRUE,2,30,52,227
19812421,TRUE,0,0,0,0
19812784,TRUE,23,53,58,185
18126288,TRUE,24,54,83,83
19830957,TRUE,0,0,0,0
19086489,TRUE,20,44,74,160
19840017,TRUE,21,46,68,333
19840061,TRUE,23,51,73,193
18136117,TRUE,27,57,87,267
19840835,FALSE,0,0,0,0
19843334,TRUE,22,47,77,349
19095842,TRUE,0,0,0,161
18137109,TRUE,0,9,39,128
19101673,TRUE,0,0,0,46
18156308,TRUE,0,0,0,0
19857723,TRUE,30,60,90,365
19861351,TRUE,30,52,82,251
18172832,TRUE,28,58,83,250
19102250,FALSE,0,0,0,0
18181678,TRUE,0,0,0,34
19110726,TRUE,25,53,83,307
19111839,TRUE,30,60,90,365
19863514,TRUE,23,46,73,241
19875868,TRUE,10,28,48,104
18200279,TRUE,0,0,0,0
19876395,FALSE,0,0,0,0
19131961,TRUE,0,0,0,0
18227140,TRUE,18,39,56,321
19132280,TRUE,0,0,0,0
19892325,TRUE,29,59,89,140
19138105,TRUE,0,0,0,190
18238273,TRUE,0,0,0,0
19138854,TRUE,0,0,0,0
19139902,TRUE,0,0,0,0
19908226,TRUE,0,24,54,144
19933906,TRUE,0,11,41,129
19948877,TRUE,27,57,87,235
19950968,TRUE,0,0,0,0
18255361,TRUE,9,29,56,101
19952574,FALSE,0,0,0,0
18264271,TRUE,0,0,0,0
19953348,FALSE,0,0,0,0
19966750,TRUE,30,60,90,365
19139936,TRUE,0,0,0,0
19141267,TRUE,13,15,44,209
18269784,TRUE,15,43,73,73
18270230,TRUE,27,57,87,257
19141911,TRUE,0,6,24,90
19983675,TRUE,1,30,60,305
19994783,TRUE,1,1,16,259
20002168,TRUE,0,0,0,160
18275385,TRUE,4,4,4,4
20010784,FALSE,0,0,0,0
19143870,TRUE,30,60,90,365
18288929,TRUE,24,24,24,24
19174182,TRUE,0,0,0,0
19179509,TRUE,0,0,0,0
20016920,TRUE,0,0,16,16
18307247,TRUE,30,60,90,177
20017883,TRUE,0,0,0,0
18326728,TRUE,21,45,52,85
20027618,TRUE,1,1,1,175
19181658,TRUE,18,46,66,66
19205496,TRUE,20,50,80,353
18357021,TRUE,30,60,90,365
20027827,TRUE,24,45,64,320
18359829,TRUE,0,0,0,0
20030072,TRUE,17,39,63,63
20033689,TRUE,24,50,77,155
19219981,TRUE,0,0,0,0
19227768,TRUE,0,0,0,0
18372446,TRUE,0,0,0,0
19228005,FALSE,0,0,0,0
20036438,TRUE,0,0,0,0
18379581,FALSE,0,0,0,0
20036674,TRUE,0,0,0,0
19228353,TRUE,0,0,0,0
18394688,TRUE,0,0,0,0
20069591,TRUE,22,52,81,81
18405855,TRUE,14,33,63,108
18407255,TRUE,29,59,89,179
20075196,TRUE,0,0,8,98
18429745,TRUE,30,51,51,112
20095230,TRUE,9,39,69,69
19243254,TRUE,11,32,55,100
18431719,TRUE,0,0,0,0
19267955,TRUE,0,0,0,0
20122299,TRUE,11,32,61,61
20147722,TRUE,0,0,0,160
18450432,TRUE,30,60,90,359
18459192,TRUE,29,59,89,269
20148978,TRUE,0,0,0,0
19271012,TRUE,19,38,64,116
19271524,TRUE,0,0,0,0
18461003,TRUE,0,0,0,0
19295842,TRUE,20,41,67,324
20150256,TRUE,14,38,62,134
18475693,FALSE,0,0,0,0
20150958,TRUE,14,14,32,307
19297733,TRUE,21,45,72,228
18488990,TRUE,30,57,84,359
18489403,TRUE,27,48,68,312
19310237,TRUE,30,51,51,51
19328783,TRUE,7,20,43,285
20153781,FALSE,0,0,0,0
20171877,TRUE,19,40,56,129
18489405,TRUE,30,53,81,343
20172684,TRUE,20,26,37,37
18489407,TRUE,30,52,70,324
19329015,TRUE,30,60,90,365
20422907,TRUE,18,39,65,314
19347599,TRUE,0,0,0,0
20191081,FALSE,0,0,0,0
20424715,TRUE,0,0,0,0
20191407,FALSE,0,0,0,0
20194856,TRUE,26,43,73,155
19355450,TRUE,0,0,0,0
19384587,TRUE,6,30,60,138
19386525,TRUE,0,0,0,0
20424830,TRUE,0,0,15,15
19390484,FALSE,0,0,0,0
20196659,TRUE,0,0,0,0
20425149,TRUE,0,0,28,28
20220399,TRUE,27,57,87,357
19402699,TRUE,0,21,51,98
20436989,TRUE,19,49,79,79
21028807,FALSE,0,0,0,0
21029706,TRUE,23,44,44,44
21029920,TRUE,30,51,51,51
20236055,TRUE,0,0,13,75
20242699,TRUE,0,0,0,37
20439382,TRUE,1,1,1,170
20264669,TRUE,23,47,77,77
21037954,TRUE,0,0,0,0
20442917,FALSE,0,0,0,0
21038059,FALSE,0,0,0,0
20265582,TRUE,9,23,42,280
20455620,TRUE,0,0,0,0
20267177,TRUE,8,25,52,321
20267588,TRUE,9,9,11,277
21043283,TRUE,0,0,0,0
20460741,TRUE,2,2,30,144
21044487,TRUE,0,0,0,0
20479089,TRUE,0,0,0,0
21052264,FALSE,0,0,0,0
21053193,TRUE,26,53,83,182
20269925,TRUE,0,0,29,119
20479515,TRUE,0,0,0,0
20281822,TRUE,14,44,68,93
20295292,TRUE,0,0,8,8
21066752,TRUE,12,37,62,135
20482650,TRUE,0,0,0,0
21067319,TRUE,0,0,0,0
20523873,TRUE,16,32,62,319
21069049,TRUE,0,0,26,140
21069221,TRUE,0,0,0,0
20303018,TRUE,0,16,16,85
20535893,TRUE,0,0,0,0
20306290,TRUE,20,44,74,149
20537657,TRUE,0,2,2,16
20309638,TRUE,30,60,90,180
21075232,TRUE,0,0,0,0
20538021,TRUE,25,51,81,356
21092592,TRUE,29,52,82,328
21093131,TRUE,0,1,1,89
21093488,TRUE,0,0,0,9
20309723,FALSE,0,0,0,0
20319737,TRUE,24,54,84,355
20330016,FALSE,0,0,0,0
20541331,TRUE,29,59,89,89
20330686,TRUE,0,0,0,0
21094603,FALSE,0,0,0,0
21094663,TRUE,29,45,75,316
20582886,TRUE,0,0,0,0
21094712,TRUE,0,0,0,0
20351755,TRUE,15,38,61,139
20363722,TRUE,28,58,88,88
20587024,TRUE,16,42,72,243
20390354,TRUE,29,59,89,364
21095653,FALSE,0,0,0,0
20602342,TRUE,0,0,0,0
21095942,TRUE,8,20,50,71
21098269,TRUE,0,0,0,0
20394484,TRUE,5,20,44,125
20396222,TRUE,0,0,0,0
20607756,TRUE,0,0,8,283
20401401,TRUE,29,59,89,364
21098272,TRUE,0,0,0,0
20624065,TRUE,3,14,36,36
21099317,TRUE,0,5,19,35
20406990,TRUE,29,59,89,331
20422059,TRUE,28,49,49,239
20639274,TRUE,30,60,90,365
21107728,TRUE,11,29,29,246
20639661,TRUE,0,0,0,0
21108151,TRUE,0,0,0,67
20640978,TRUE,0,0,0,0
21111278,FALSE,0,0,0,0
21290088,TRUE,30,60,90,178
21290100,TRUE,29,59,89,363
20641339,TRUE,21,48,51,55
20646806,FALSE,0,0,0,0
21292194,FALSE,0,0,0,0
21292446,TRUE,27,57,87,362
21111497,TRUE,11,41,69,337
20647325,FALSE,0,0,0,0
21123796,FALSE,0,0,0,0
21124383,FALSE,0,0,0,0
20649277,TRUE,7,7,25,117
21295435,TRUE,30,60,90,270
20650208,TRUE,0,0,0,0
21306508,TRUE,0,30,60,242
21127046,FALSE,0,0,0,0
20652492,TRUE,30,60,90,365
21128256,FALSE,0,0,0,0
21128602,TRUE,7,7,7,7
21307845,TRUE,0,0,29,303
21310313,TRUE,1,5,35,35
20654452,TRUE,24,48,78,168
21344556,TRUE,0,0,0,0
21352178,TRUE,0,0,0,0
21133759,TRUE,23,29,29,270
21134786,TRUE,24,46,70,143
21135620,FALSE,0,0,0,0
20666269,FALSE,0,0,0,0
21137796,FALSE,0,0,0,0
20674436,TRUE,0,0,0,0
21360822,TRUE,3,28,51,122
21366577,TRUE,6,17,30,199
21140586,FALSE,0,0,0,0
20676722,TRUE,0,0,0,0
21141770,TRUE,0,0,0,0
21371195,TRUE,29,59,89,364
20677979,TRUE,0,0,0,0
21371197,TRUE,0,0,0,102
20679507,TRUE,29,59,89,364
21372903,TRUE,20,37,64,64
21142674,TRUE,30,60,90,90
20689504,FALSE,0,0,0,0
21147446,FALSE,0,0,0,0
20690298,TRUE,0,0,0,0
21380098,TRUE,30,60,90,360
20691399,FALSE,0,0,0,0
21148947,TRUE,30,60,83,349
20691663,FALSE,0,0,0,0
21150134,TRUE,18,48,78,352
21152440,TRUE,16,29,54,287
21383010,TRUE,21,44,68,323
20693118,TRUE,21,51,81,166
20703219,TRUE,4,29,59,334
21383011,TRUE,19,43,64,320
21396917,FALSE,0,0,0,0
21152981,FALSE,0,0,0,0
21153296,TRUE,18,45,75,94
20713150,TRUE,0,0,0,0
21154279,TRUE,17,43,73,155
21162776,TRUE,0,0,0,0
21398002,TRUE,0,0,0,188
20720130,TRUE,29,59,89,364
21428621,FALSE,0,0,0,0
21162912,TRUE,0,0,0,0
20725698,FALSE,0,0,0,0
21163250,FALSE,0,0,0,0
21428764,TRUE,0,0,0,0
20729841,FALSE,0,0,0,0
21435388,TRUE,25,55,85,360
21163397,TRUE,29,39,39,39
20730656,TRUE,16,41,71,150
21437139,TRUE,27,57,87,362
20741660,FALSE,0,0,0,0
21438820,FALSE,0,0,0,0
21170742,TRUE,0,0,0,0
20743135,FALSE,0,0,0,0
21173058,TRUE,0,0,0,0
21443689,TRUE,0,0,0,0
20745881,TRUE,0,0,0,0
21446808,FALSE,0,0,0,0
21173708,FALSE,0,0,0,0
20747674,FALSE,0,0,0,0
21175064,FALSE,0,0,0,0
21461820,FALSE,0,0,0,0
21470147,TRUE,11,41,71,346
20760311,TRUE,24,49,76,161
21175983,FALSE,0,0,0,0
20764153,FALSE,0,0,0,0
21471940,TRUE,0,0,0,0
21472604,TRUE,0,0,8,279
20771704,TRUE,0,0,0,179
21176047,TRUE,29,59,89,97
20784275,TRUE,29,59,89,263
20786738,TRUE,2,15,44,44
21475009,FALSE,0,0,0,0
20787958,FALSE,0,0,0,0
21181539,FALSE,0,0,0,0
20794343,TRUE,19,43,73,73
20800466,TRUE,30,60,90,180
21182850,TRUE,0,0,0,0
21482635,TRUE,0,0,0,0
21529999,TRUE,0,1,31,306
20801999,TRUE,13,33,63,63
21549405,FALSE,0,0,0,0
21183708,TRUE,29,59,89,179
21184376,FALSE,0,0,0,0
20814080,FALSE,0,0,0,0
21186091,TRUE,30,60,90,180
21561353,FALSE,0,0,0,0
20817466,TRUE,16,29,54,116
21576075,TRUE,29,59,89,89
20826811,TRUE,9,31,52,212
21592169,TRUE,0,0,0,0
21597381,TRUE,0,9,39,129
21190416,FALSE,0,0,0,0
20829166,TRUE,30,45,73,328
21191923,TRUE,0,0,0,0
21201436,FALSE,0,0,0,0
21607623,TRUE,16,29,59,328
21619991,TRUE,30,60,90,179
20834075,TRUE,0,0,0,0
21622623,TRUE,27,57,87,166
21203463,FALSE,0,0,0,0
21204576,TRUE,0,0,0,0
20847670,TRUE,2,2,8,282
21622665,TRUE,0,0,0,0
20850241,FALSE,0,0,0,0
21205379,FALSE,0,0,0,0
20871331,TRUE,0,0,26,301
21205389,FALSE,0,0,0,0
20871514,TRUE,0,0,0,0
21205629,FALSE,0,0,0,0
21642410,FALSE,0,0,0,0
21660484,TRUE,0,12,42,42
20872203,TRUE,0,24,25,25
21665490,FALSE,0,0,0,0
21206542,TRUE,0,0,0,0
20874001,TRUE,0,0,0,0
21678278,FALSE,0,0,0,0
21684576,FALSE,0,0,0,0
20882883,TRUE,29,59,89,341
21206944,FALSE,0,0,0,0
20883334,TRUE,0,0,0,0
21207587,FALSE,0,0,0,0
21696485,TRUE,11,25,50,289
20886470,TRUE,26,56,86,160
21699318,TRUE,0,0,0,0
20890370,TRUE,10,40,40,176
20890372,TRUE,0,0,0,0
21708147,TRUE,11,38,65,141
21208672,FALSE,0,0,0,0
20890377,TRUE,12,42,72,346
21213911,TRUE,0,0,0,0
20890392,TRUE,0,0,0,163
21214473,FALSE,0,0,0,0
20890395,TRUE,19,46,65,225
21716007,TRUE,0,0,0,0
20890503,TRUE,18,44,70,345
21729941,TRUE,0,0,0,0
21215249,TRUE,0,0,0,0
20913527,TRUE,27,45,75,75
21215556,TRUE,0,0,0,0
21216827,TRUE,4,13,35,35
21756002,TRUE,23,48,69,287
21763856,TRUE,0,3,3,89
20915676,FALSE,0,0,0,0
20929723,TRUE,30,53,53,53
21781333,FALSE,0,0,0,0
21218569,TRUE,0,0,0,0
21219412,TRUE,30,60,90,90
20932451,TRUE,27,57,87,345
21224597,TRUE,0,0,0,0
21782048,TRUE,0,0,0,0
20932887,TRUE,26,50,79,79
20933380,FALSE,0,0,0,0
21786420,TRUE,0,0,0,0
21226223,TRUE,10,10,24,198
21228038,FALSE,0,0,0,0
20935862,TRUE,30,60,89,89
20943467,TRUE,0,0,0,0
21228180,FALSE,0,0,0,0
21798486,TRUE,0,0,0,0
20945127,TRUE,0,0,0,0
21810786,FALSE,0,0,0,0
21817632,TRUE,0,0,0,0
21231281,TRUE,16,45,75,75
20947311,TRUE,0,0,0,0
21238497,FALSE,0,0,0,0
21821092,FALSE,0,0,0,0
20950201,FALSE,0,0,0,0
21832670,TRUE,0,0,0,0
21240297,FALSE,0,0,0,0
21241414,FALSE,0,0,0,0
20956567,TRUE,16,32,50,125
21243421,FALSE,0,0,0,0
21836513,TRUE,8,29,56,181
20957794,TRUE,19,47,77,77
21838336,TRUE,0,0,0,0
20969599,FALSE,0,0,0,0
21838378,TRUE,0,0,0,0
21244188,FALSE,0,0,0,0
21245882,TRUE,30,51,59,334
20969927,TRUE,0,0,0,0
21845198,TRUE,0,0,0,0
20981521,TRUE,0,0,0,0
21851805,TRUE,0,0,0,0
21249347,TRUE,25,55,85,338
21249974,TRUE,0,0,0,102
20993429,TRUE,30,60,86,258
21251281,FALSE,0,0,0,0
21868994,FALSE,0,0,0,0
20994703,TRUE,24,54,84,170
21254299,FALSE,0,0,0,0
20996306,TRUE,0,9,39,313
21264411,TRUE,0,0,0,0
21869480,FALSE,0,0,0,0
20996418,TRUE,19,46,76,317
21871311,TRUE,0,0,29,29
20997951,TRUE,0,0,0,0
21881708,TRUE,8,8,8,177
21881807,TRUE,0,0,0,163
21265590,TRUE,0,0,0,0
20998255,FALSE,0,0,0,0
21267121,TRUE,12,26,46,46
21274494,TRUE,24,43,73,311
21278067,TRUE,0,0,0,0
21278706,TRUE,0,0,0,0
21881859,TRUE,0,0,0,162
21881893,TRUE,0,0,22,296
21899319,TRUE,29,59,89,364
21012798,TRUE,0,0,0,0
21905307,FALSE,0,0,0,0
21279500,FALSE,0,0,0,0
21014956,TRUE,0,0,0,0
21280278,TRUE,22,46,76,76
21925063,TRUE,30,49,49,200
21931186,TRUE,27,57,87,177
21021951,TRUE,0,0,0,0
21280900,TRUE,0,0,0,0
21026388,TRUE,24,52,81,352
21931663,TRUE,13,13,13,16
22193912,TRUE,0,0,0,0
21934497,TRUE,8,16,25,64
21289699,FALSE,0,0,0,0
22194552,TRUE,28,40,58,80
22888465,TRUE,27,57,87,177
22214188,TRUE,0,0,0,0
22889884,TRUE,0,0,0,0
22902780,TRUE,22,40,56,288
21938635,TRUE,1,31,61,61
21946737,FALSE,0,0,0,0
22227442,TRUE,0,0,0,0
21950186,TRUE,20,46,73,151
21950548,TRUE,28,58,88,88
22919530,TRUE,0,22,52,141
22232428,TRUE,4,12,12,12
22921238,TRUE,0,0,0,0
22241805,TRUE,17,47,77,164
22922614,TRUE,0,0,24,254
21963671,TRUE,21,45,75,149
21976448,TRUE,29,59,89,119
22247580,TRUE,0,0,0,0
21983036,FALSE,0,0,0,0
21983210,TRUE,13,34,60,132
22925600,TRUE,28,35,35,35
22926055,TRUE,30,60,90,365
22938571,TRUE,29,59,85,125
22942762,TRUE,25,55,85,85
21994620,FALSE,0,0,0,0
22258118,TRUE,0,1,2,2
22010350,FALSE,0,0,0,0
22045856,TRUE,0,0,0,61
22944266,TRUE,19,47,69,304
22946072,TRUE,25,55,85,360
22258195,TRUE,0,0,0,0
22262987,TRUE,29,59,89,364
22956379,FALSE,0,0,0,0
22266927,TRUE,26,56,86,86
22967136,TRUE,0,0,28,302
22063431,TRUE,30,60,90,90
22077588,FALSE,0,0,0,0
22271157,TRUE,0,0,0,0
22084054,TRUE,30,60,90,90
22084100,TRUE,0,0,0,0
22969759,TRUE,29,59,89,364
22293429,TRUE,0,0,0,0
22971555,TRUE,0,0,0,0
22976884,FALSE,0,0,0,0
22089645,TRUE,0,0,0,0
22119637,TRUE,25,52,76,182
22303823,FALSE,0,0,0,0
22978720,TRUE,0,0,0,0
22981232,TRUE,0,0,0,0
22304248,FALSE,0,0,0,0
22988207,TRUE,0,0,0,0
22123171,TRUE,30,60,90,90
22308485,TRUE,0,0,0,0
22124112,TRUE,16,35,58,152
22309638,FALSE,0,0,0,0
22998537,TRUE,0,0,0,0
22309779,TRUE,0,0,0,0
22159043,TRUE,29,59,89,359
22328612,FALSE,0,0,0,0
22163664,TRUE,18,48,78,78
22999540,TRUE,29,59,71,71
22163729,TRUE,16,46,76,76
22339501,TRUE,29,59,89,359
22167599,TRUE,0,0,0,66
23001172,TRUE,30,51,53,53
22339730,TRUE,0,0,0,156
23002083,TRUE,9,30,59,59
23003072,TRUE,30,60,90,180
22179139,FALSE,0,0,0,0
22342728,TRUE,0,0,0,0
22181357,TRUE,16,38,65,300
22344219,FALSE,0,0,0,0
22356583,FALSE,0,0,0,0
22188023,TRUE,13,43,73,240
22360335,FALSE,0,0,0,0
23005979,TRUE,0,0,0,0
23006316,TRUE,0,0,0,0
